,token,ner_tag
1477,B-Director,martin
1478,I-Director,scorsese
1479,O,film
1480,O,contains
1481,O,the
1482,O,classic
1483,O,moment
1484,O,of
1485,B-Actor,robert
1486,I-Actor,deniro
1487,O,looking
1488,O,in
1489,O,the
1490,O,mirror
1491,O,and
1492,O,asking
1493,B-Quote,you
1494,I-Quote,looking
1495,I-Quote,at
1496,I-Quote,me
1497,O,this
1498,B-Year,2011
1499,B-Actor,steve
1500,I-Actor,carell
1501,O,movie
1502,O,is
1503,O,about
1504,B-Plot,a
1505,I-Plot,guy
1506,I-Plot,who
1507,I-Plot,has
1508,I-Plot,n
1509,I-Plot,t
1510,I-Plot,dated
1511,I-Plot,in
1512,I-Plot,awhile
1513,I-Plot,learning
1514,I-Plot,how
1515,I-Plot,to
1516,I-Plot,pick
1517,I-Plot,up
1518,I-Plot,girls
1519,O,which
1520,B-Year,1981
1521,B-Genre,american
1522,I-Genre,cyberpunk
1523,I-Genre,action
1524,O,film
1525,O,directed
1526,O,by
1527,B-Director,john
1528,I-Director,carpenter
1529,O,stars
1530,B-Actor,kurt
1531,I-Actor,russell
1532,O,as
1533,B-Character_Name,snake
1534,I-Character_Name,plissken
1535,O,what
1536,O,is
1537,O,the
1538,B-Year,1988
1539,O,movie
1540,O,starring
1541,B-Actor,bruce
1542,I-Actor,willis
1543,O,where
1544,O,he
1545,O,plays
1546,B-Plot,nypd
1547,I-Plot,officer
1548,B-Character_Name,john
1549,I-Character_Name,mcclane
1550,O,i
1551,O,am
1552,O,thinking
1553,O,about
1554,O,a
1555,B-Genre,classic
1556,O,film
1557,O,starring
1558,B-Actor,jimmy
1559,I-Actor,stewart
1560,O,as
1561,O,a
1562,B-Plot,wholesome
1563,I-Plot,young
1564,I-Plot,man
1565,I-Plot,who
1566,I-Plot,gets
1567,I-Plot,involved
1568,I-Plot,with
1569,I-Plot,corrupt
1570,I-Plot,politicians
1571,O,often
1572,O,referred
1573,O,to
1574,O,as
1575,O,a
1576,O,female
1577,O,companion
1578,O,piece
1579,O,to
1580,O,the
1581,O,hangover
1582,O,this
1583,O,movie
1584,O,stars
1585,B-Plot,a
1586,I-Plot,group
1587,I-Plot,of
1588,I-Plot,women
1589,I-Plot,competing
1590,I-Plot,to
1591,I-Plot,determine
1592,I-Plot,who
1593,I-Plot,is
1594,I-Plot,the
1595,I-Plot,maid
1596,I-Plot,of
1597,I-Plot,honor
1598,O,one
1599,O,of
1600,O,the
1601,O,most
1602,O,famous
1603,O,glass
1604,O,trophy
1605,O,race
1606,O,winners
1607,O,in
1608,O,history
1609,O,is
1610,O,the
1611,O,star
1612,O,of
1613,O,this
1614,B-Opinion,epic
1615,O,picture
1616,B-Actor,colin
1617,I-Actor,firth
1618,O,won
1619,O,an
1620,B-Award,academy
1621,I-Award,award
1622,O,for
1623,B-Award,best
1624,I-Award,actor
1625,O,in
1626,O,this
1627,O,movie
1628,O,based
1629,O,on
1630,O,a
1631,B-Genre,historical
1632,I-Genre,drama
1633,B-Director,yasujiro
1634,I-Director,ozu
1635,O,directs
1636,O,this
1637,O,spare
1638,B-Opinion,emotionally
1639,I-Opinion,devastating
1640,B-Genre,drama
1641,O,about
1642,B-Plot,a
1643,I-Plot,couple
1644,I-Plot,coming
1645,I-Plot,to
1646,I-Plot,visit
1647,I-Plot,their
1648,I-Plot,children
1649,I-Plot,in
1650,I-Plot,japan
1651,O,i
1652,O,m
1653,O,thinking
1654,O,of
1655,O,a
1656,B-Year,1948
1657,O,film
1658,O,that
1659,O,stars
1660,B-Actor,judy
1661,I-Actor,garland
1662,O,and
1663,B-Actor,fred
1664,I-Actor,astaire
1665,O,as
1666,B-Plot,a
1667,I-Plot,dancing
1668,I-Plot,team
1669,I-Plot,who
1670,I-Plot,drift
1671,I-Plot,apart
1672,I-Plot,and
1673,I-Plot,find
1674,I-Plot,new
1675,I-Plot,partners
1676,O,have
1677,O,you
1678,O,seen
1679,O,that
1680,O,movie
1681,O,about
1682,O,a
1683,B-Plot,small
1684,I-Plot,town
1685,I-Plot,that
1686,I-Plot,is
1687,I-Plot,exposed
1688,I-Plot,to
1689,I-Plot,a
1690,I-Plot,chemical
1691,I-Plot,spill
1692,I-Plot,essentially
1693,I-Plot,turning
1694,I-Plot,them
1695,I-Plot,into
1696,I-Plot,zombies
1697,O,what
1698,O,s
1699,O,the
1700,B-Genre,children
1701,O,s
1702,O,movie
1703,O,that
1704,O,features
1705,B-Plot,a
1706,I-Plot,family
1707,I-Plot,of
1708,I-Plot,four
1709,I-Plot,inch
1710,I-Plot,people
1711,I-Plot,living
1712,I-Plot,in
1713,I-Plot,a
1714,I-Plot,14
1715,I-Plot,year
1716,I-Plot,old
1717,I-Plot,boy
1718,I-Plot,s
1719,I-Plot,home
1720,O,what
1721,O,is
1722,O,the
1723,O,movie
1724,O,where
1725,B-Plot,a
1726,I-Plot,boy
1727,I-Plot,and
1728,I-Plot,a
1729,I-Plot,tiger
1730,I-Plot,get
1731,I-Plot,shipwrecked
1732,I-Plot,and
1733,I-Plot,are
1734,I-Plot,stranded
1735,I-Plot,on
1736,I-Plot,a
1737,I-Plot,boat
1738,O,what
1739,O,is
1740,O,the
1741,O,movie
1742,O,that
1743,B-Plot,models
1744,I-Plot,hamlet
1745,I-Plot,through
1746,I-Plot,a
1747,I-Plot,family
1748,I-Plot,of
1749,I-Plot,lions
1750,I-Plot,in
1751,I-Plot,the
1752,I-Plot,african
1753,I-Plot,sahara
1754,B-Origin,made
1755,I-Origin,by
1756,I-Origin,disney
1757,O,this
1758,O,movie
1759,O,tells
1760,O,the
1761,O,true
1762,O,story
1763,O,of
1764,B-Plot,a
1765,I-Plot,soft
1766,I-Plot,spoken
1767,I-Plot,writer
1768,I-Plot,as
1769,I-Plot,he
1770,I-Plot,completes
1771,I-Plot,what
1772,I-Plot,many
1773,I-Plot,consider
1774,I-Plot,to
1775,I-Plot,be
1776,I-Plot,his
1777,I-Plot,greatest
1778,I-Plot,work
1779,O,another
1780,O,title
1781,O,for
1782,O,this
1783,O,movie
1784,O,might
1785,O,be
1786,O,in
1787,O,cold
1788,O,blood
1789,O,the
1790,O,name
1791,O,of
1792,O,the
1793,O,book
1794,O,the
1795,O,author
1796,O,in
1797,O,the
1798,O,movie
1799,O,is
1800,O,completing
1801,O,what
1802,O,is
1803,O,the
1804,O,name
1805,O,of
1806,O,this
1807,O,film
1808,O,i
1809,O,am
1810,O,thinking
1811,O,of
1812,O,the
1813,B-Year,90
1814,I-Year,s
1815,I-Year,era
1816,O,chase
1817,O,movie
1818,O,that
1819,O,blew
1820,O,up
1821,O,the
1822,O,careers
1823,O,of
1824,O,both
1825,B-Actor,keanu
1826,I-Actor,reeves
1827,O,and
1828,B-Actor,sandra
1829,I-Actor,bullock
1830,O,what
1831,O,is
1832,O,the
1833,O,movie
1834,O,about
1835,O,a
1836,B-Plot,reindeer
1837,I-Plot,at
1838,I-Plot,the
1839,I-Plot,north
1840,I-Plot,pole
1841,I-Plot,who
1842,I-Plot,gets
1843,I-Plot,teased
1844,I-Plot,because
1845,I-Plot,of
1846,I-Plot,the
1847,I-Plot,color
1848,I-Plot,of
1849,I-Plot,his
1850,I-Plot,nose
1851,O,what
1852,B-Actor,humphrey
1853,I-Actor,bogart
1854,O,film
1855,O,considered
1856,O,by
1857,O,many
1858,O,to
1859,O,be
1860,O,the
1861,B-Opinion,best
1862,I-Opinion,film
1863,I-Opinion,ever
1864,I-Opinion,made
1865,O,introduced
1866,O,us
1867,O,to
1868,O,the
1869,O,phrase
1870,B-Quote,here
1871,I-Quote,s
1872,I-Quote,looking
1873,I-Quote,at
1874,I-Quote,you
1875,I-Quote,kid
1876,O,by
1877,O,the
1878,O,time
1879,O,of
1880,O,the
1881,B-Year,2006
1882,B-Award,academy
1883,I-Award,awards
1884,O,this
1885,B-Award,best
1886,I-Award,documentary
1887,I-Award,winner
1888,O,about
1889,B-Plot,an
1890,I-Plot,animal
1891,I-Plot,s
1892,I-Plot,arctic
1893,I-Plot,yearly
1894,I-Plot,migration
1895,O,had
1896,O,out
1897,O,grossed
1898,O,all
1899,O,5
1900,B-Award,best
1901,I-Award,picture
1902,O,nominees
1903,O,what
1904,O,is
1905,O,the
1906,O,name
1907,O,of
1908,O,the
1909,O,movie
1910,O,based
1911,O,on
1912,O,a
1913,B-Opinion,very
1914,I-Opinion,famous
1915,B-Origin,book
1916,I-Origin,about
1917,I-Origin,sisters
1918,I-Origin,living
1919,I-Origin,in
1920,I-Origin,the
1921,I-Origin,1800
1922,I-Origin,s
1923,B-Actor,sigourney
1924,I-Actor,weaver
1925,O,stars
1926,O,in
1927,O,this
1928,B-Genre,science
1929,I-Genre,fiction
1930,I-Genre,horror
1931,O,film
1932,O,directed
1933,O,by
1934,B-Director,ridley
1935,I-Director,scott
1936,O,that
1937,O,spawned
1938,B-Relationship,sequels
1939,O,what
1940,O,is
1941,O,the
1942,O,movie
1943,O,based
1944,O,off
1945,O,an
1946,B-Plot,animated
1947,I-Plot,bear
1948,I-Plot,who
1949,I-Plot,has
1950,I-Plot,friends
1951,I-Plot,like
1952,I-Plot,a
1953,I-Plot,pig
1954,I-Plot,and
1955,I-Plot,a
1956,I-Plot,tiger
1957,O,what
1958,O,is
1959,O,the
1960,O,name
1961,O,of
1962,O,the
1963,B-Year,1954
1964,O,movie
1965,O,directed
1966,O,by
1967,B-Director,stanley
1968,I-Director,donen
1969,O,focused
1970,O,on
1971,B-Plot,the
1972,I-Plot,courting
1973,I-Plot,of
1974,I-Plot,a
1975,I-Plot,group
1976,I-Plot,of
1977,I-Plot,females
1978,I-Plot,by
1979,I-Plot,a
1980,I-Plot,group
1981,I-Plot,of
1982,I-Plot,related
1983,I-Plot,males
1984,O,what
1985,B-Year,2011
1986,B-Genre,animated
1987,O,film
1988,B-Relationship,itself
1989,I-Relationship,a
1990,I-Relationship,sequel
1991,O,starred
1992,B-Actor,jack
1993,I-Actor,black
1994,O,as
1995,O,a
1996,O,klumsy
1997,O,but
1998,O,lovable
1999,O,bear
2000,O,this
2001,B-Director,miyazaki
2002,O,film
2003,O,won
2004,O,an
2005,B-Award,oscar
2006,I-Award,for
2007,I-Award,best
2008,I-Award,animated
2009,I-Award,feature
2010,O,what
2011,O,is
2012,O,this
2013,B-Year,1968
2014,B-Genre,horror
2015,O,movie
2016,O,that
2017,O,sparked
2018,O,the
2019,O,zombie
2020,O,craze
2021,O,what
2022,O,is
2023,O,the
2024,O,movie
2025,O,about
2026,B-Plot,the
2027,I-Plot,bear
2028,I-Plot,who
2029,I-Plot,has
2030,I-Plot,friends
2031,I-Plot,that
2032,I-Plot,are
2033,I-Plot,a
2034,I-Plot,rabbit
2035,I-Plot,kangaroo
2036,I-Plot,and
2037,I-Plot,a
2038,I-Plot,tigger
2039,O,i
2040,O,m
2041,O,thinking
2042,O,of
2043,O,a
2044,O,movie
2045,O,that
2046,O,involves
2047,B-Plot,two
2048,I-Plot,hitmen
2049,I-Plot,a
2050,I-Plot,boxer
2051,I-Plot,a
2052,I-Plot,gangsters
2053,I-Plot,wife
2054,I-Plot,all
2055,I-Plot,four
2056,I-Plot,of
2057,I-Plot,them
2058,I-Plot,intertwine
2059,I-Plot,with
2060,I-Plot,each
2061,I-Plot,other
2062,I-Plot,throughout
2063,I-Plot,various
2064,I-Plot,parts
2065,I-Plot,in
2066,I-Plot,the
2067,I-Plot,film
2068,O,what
2069,O,is
2070,O,the
2071,O,movie
2072,O,featuring
2073,O,two
2074,O,women
2075,O,played
2076,O,by
2077,B-Actor,geena
2078,I-Actor,davis
2079,B-Plot,and
2080,B-Actor,susan
2081,I-Actor,sarandon
2082,O,who
2083,B-Plot,take
2084,I-Plot,off
2085,I-Plot,in
2086,I-Plot,a
2087,I-Plot,thunderbird
2088,O,what
2089,O,is
2090,O,the
2091,O,name
2092,O,of
2093,O,the
2094,O,movie
2095,O,where
2096,B-Actor,drew
2097,I-Actor,barrymore
2098,O,and
2099,B-Actor,justin
2100,I-Actor,long
2101,B-Plot,have
2102,I-Plot,a
2103,I-Plot,relationship
2104,I-Plot,even
2105,I-Plot,though
2106,I-Plot,they
2107,I-Plot,live
2108,I-Plot,on
2109,I-Plot,opposite
2110,I-Plot,coasts
2111,O,what
2112,O,s
2113,O,that
2114,O,movie
2115,O,about
2116,O,the
2117,B-Plot,grumpy
2118,I-Plot,semi
2119,I-Plot,bald
2120,I-Plot,guy
2121,I-Plot,that
2122,I-Plot,relives
2123,I-Plot,the
2124,I-Plot,same
2125,I-Plot,day
2126,I-Plot,over
2127,I-Plot,and
2128,I-Plot,over
2129,O,what
2130,O,is
2131,O,this
2132,B-Year,1997
2133,B-Opinion,masterpiece
2134,O,directed
2135,O,by
2136,B-Director,james
2137,I-Director,cameron
2138,O,featuring
2139,B-Plot,a
2140,I-Plot,ship
2141,I-Plot,crashing
2142,I-Plot,into
2143,I-Plot,an
2144,I-Plot,iceberg
2145,O,what
2146,O,was
2147,O,the
2148,B-Year,2010
2149,O,movie
2150,O,starring
2151,B-Actor,leonardo
2152,I-Actor,dicaprio
2153,O,as
2154,O,a
2155,B-Plot,police
2156,I-Plot,officer
2157,I-Plot,investigating
2158,I-Plot,an
2159,I-Plot,asylum
2160,O,that
2161,O,was
2162,O,n
2163,O,t
2164,O,as
2165,O,it
2166,O,seemed
2167,O,what
2168,B-Opinion,female
2169,I-Opinion,friendly
2170,B-Genre,adult
2171,I-Genre,comedy
2172,O,featured
2173,O,a
2174,O,breakout
2175,O,role
2176,O,for
2177,B-Actor,melissa
2178,I-Actor,mccarthy
2179,O,as
2180,B-Plot,a
2181,I-Plot,tomboy
2182,I-Plot,ish
2183,I-Plot,sexed
2184,I-Plot,crazed
2185,I-Plot,sister
2186,I-Plot,of
2187,I-Plot,the
2188,I-Plot,groom
2189,O,what
2190,O,s
2191,O,the
2192,O,movie
2193,O,based
2194,O,on
2195,O,the
2196,B-Origin,melville
2197,I-Origin,novel
2198,O,about
2199,B-Plot,a
2200,I-Plot,monomaniacal
2201,I-Plot,sea
2202,I-Plot,captain
2203,I-Plot,hunting
2204,I-Plot,a
2205,I-Plot,giant
2206,I-Plot,white
2207,I-Plot,whale
2208,O,what
2209,B-Director,ang
2210,I-Director,lee
2211,O,film
2212,O,was
2213,B-Award,oscar
2214,I-Award,nominated
2215,I-Award,for
2216,I-Award,best
2217,I-Award,picture
2218,O,while
2219,B-Award,winning
2220,I-Award,the
2221,I-Award,best
2222,I-Award,foreign
2223,I-Award,language
2224,I-Award,film
2225,I-Award,oscar
2226,O,what
2227,O,is
2228,O,the
2229,O,movie
2230,O,starring
2231,B-Actor,christopher
2232,I-Actor,reeve
2233,O,as
2234,O,a
2235,B-Plot,playwright
2236,I-Plot,who
2237,I-Plot,finds
2238,I-Plot,a
2239,I-Plot,way
2240,I-Plot,to
2241,I-Plot,go
2242,I-Plot,into
2243,I-Plot,the
2244,I-Plot,past
2245,I-Plot,to
2246,I-Plot,find
2247,I-Plot,the
2248,I-Plot,woman
2249,I-Plot,he
2250,I-Plot,loves
2251,O,name
2252,O,a
2253,B-Director,coen
2254,I-Director,brothers
2255,O,movie
2256,O,that
2257,O,involves
2258,B-Plot,a
2259,I-Plot,playwright
2260,I-Plot,moving
2261,I-Plot,to
2262,I-Plot,california
2263,I-Plot,to
2264,I-Plot,work
2265,I-Plot,for
2266,I-Plot,movie
2267,I-Plot,producers
2268,O,i
2269,O,am
2270,O,thinking
2271,O,of
2272,O,the
2273,B-Opinion,blockbuster
2274,B-Year,70
2275,I-Year,s
2276,O,film
2277,O,that
2278,O,stars
2279,B-Actor,sylvester
2280,I-Actor,stallone
2281,O,as
2282,O,a
2283,B-Plot,philadelphia
2284,I-Plot,boxer
2285,O,a
2286,B-Year,1968
2287,O,movie
2288,O,with
2289,B-Character_Name,hal
2290,I-Character_Name,9000
2291,O,directed
2292,O,by
2293,B-Director,stanley
2294,I-Director,kubrick
2295,O,and
2296,O,is
2297,O,also
2298,O,written
2299,O,by
2300,O,him
2301,O,and
2302,O,arthur
2303,O,c
2304,O,clarke
2305,O,i
2306,O,m
2307,O,thinking
2308,O,of
2309,O,a
2310,B-Year,1989
2311,O,movie
2312,O,about
2313,B-Plot,a
2314,I-Plot,close
2315,I-Plot,circle
2316,I-Plot,of
2317,I-Plot,friends
2318,O,starring
2319,B-Actor,shirley
2320,I-Actor,maclaine
2321,O,and
2322,B-Actor,olympia
2323,I-Actor,dukakis
2324,O,what
2325,O,is
2326,O,the
2327,B-Genre,french
2328,I-Genre,documentary
2329,O,directed
2330,O,by
2331,B-Director,jacques
2332,I-Director,yves
2333,I-Director,cousteau
2334,O,and
2335,B-Director,louis
2336,I-Director,malle
2337,O,about
2338,B-Plot,exploring
2339,I-Plot,the
2340,I-Plot,underwater
2341,I-Plot,depths
2342,I-Plot,of
2343,I-Plot,the
2344,I-Plot,oceans
2345,O,what
2346,O,is
2347,O,the
2348,B-Origin,shakespeare
2349,O,movie
2350,O,about
2351,O,a
2352,B-Plot,black
2353,I-Plot,man
2354,I-Plot,married
2355,I-Plot,to
2356,I-Plot,a
2357,I-Plot,white
2358,I-Plot,woman
2359,I-Plot,that
2360,I-Plot,he
2361,I-Plot,kills
2362,O,what
2363,B-Genre,chinese
2364,I-Genre,thriller
2365,O,set
2366,O,in
2367,O,the
2368,O,world
2369,O,of
2370,O,a
2371,O,hong
2372,O,kong
2373,O,triad
2374,O,inspired
2375,O,the
2376,B-Award,academy
2377,I-Award,award
2378,O,winning
2379,O,film
2380,B-Relationship,the
2381,I-Relationship,departed
2382,O,which
2383,O,movie
2384,O,by
2385,B-Director,ridley
2386,I-Director,scott
2387,O,is
2388,B-Plot,about
2389,I-Plot,machines
2390,I-Plot,who
2391,I-Plot,have
2392,I-Plot,come
2393,I-Plot,to
2394,I-Plot,believe
2395,I-Plot,they
2396,I-Plot,are
2397,I-Plot,human
2398,O,what
2399,O,is
2400,O,the
2401,B-Year,2011
2402,O,movie
2403,O,starring
2404,B-Actor,ryan
2405,I-Actor,reynolds
2406,O,as
2407,O,a
2408,B-Plot,test
2409,I-Plot,pilot
2410,I-Plot,given
2411,I-Plot,an
2412,I-Plot,alien
2413,I-Plot,ring
2414,O,what
2415,O,gross
2416,B-Year,early
2417,I-Year,90
2418,O,s
2419,B-Genre,horror
2420,O,movie
2421,O,was
2422,O,directed
2423,O,by
2424,O,lord
2425,O,of
2426,O,the
2427,O,rings
2428,O,genius
2429,B-Director,peter
2430,I-Director,jackson
2431,O,what
2432,O,s
2433,O,that
2434,O,movie
2435,O,about
2436,O,the
2437,B-Plot,old
2438,I-Plot,guy
2439,I-Plot,who
2440,I-Plot,creates
2441,I-Plot,a
2442,I-Plot,theme
2443,I-Plot,park
2444,I-Plot,about
2445,I-Plot,dinosaurs
2446,I-Plot,that
2447,I-Plot,get
2448,I-Plot,loose
2449,O,this
2450,B-Year,2010
2451,O,movie
2452,O,starring
2453,B-Actor,robert
2454,I-Actor,downey
2455,I-Actor,jr
2456,O,was
2457,O,shipped
2458,O,to
2459,O,theaters
2460,O,under
2461,O,the
2462,O,code
2463,O,name
2464,O,maternity
2465,O,day
2466,O,what
2467,O,is
2468,O,the
2469,O,name
2470,O,of
2471,O,the
2472,O,recent
2473,B-Genre,sience
2474,I-Genre,fiction
2475,I-Genre,horror
2476,O,film
2477,O,with
2478,B-Actor,joel
2479,I-Actor,edgerton
2480,O,as
2481,O,the
2482,O,lead
2483,O,male
2484,O,role
2485,B-Plot,astronauts
2486,I-Plot,crash
2487,I-Plot,land
2488,I-Plot,on
2489,I-Plot,this
2490,I-Plot,earth
2491,I-Plot,like
2492,I-Plot,planet
2493,I-Plot,where
2494,I-Plot,humans
2495,I-Plot,are
2496,I-Plot,caged
2497,I-Plot,and
2498,I-Plot,treated
2499,I-Plot,like
2500,I-Plot,zoo
2501,I-Plot,animals
2502,O,what
2503,O,is
2504,O,the
2505,O,name
2506,O,of
2507,O,the
2508,O,first
2509,O,movie
2510,O,made
2511,O,by
2512,B-Director,john
2513,I-Director,singleton
2514,O,in
2515,O,which
2516,B-Actor,ice
2517,I-Actor,cube
2518,O,and
2519,B-Actor,cuba
2520,I-Actor,gooding
2521,O,is
2522,O,starring
2523,B-Plot,a
2524,I-Plot,girl
2525,I-Plot,with
2526,I-Plot,really
2527,I-Plot,really
2528,I-Plot,long
2529,I-Plot,hair
2530,I-Plot,gets
2531,I-Plot,stuck
2532,I-Plot,high
2533,I-Plot,in
2534,I-Plot,a
2535,I-Plot,tower
2536,I-Plot,where
2537,I-Plot,a
2538,I-Plot,lady
2539,I-Plot,keeps
2540,I-Plot,her
2541,O,remade
2542,O,by
2543,B-Director,william
2544,I-Director,friedkin
2545,O,in
2546,B-Year,1977
2547,O,as
2548,B-Plot,sorcerer
2549,O,this
2550,B-Year,1953
2551,B-Genre,thriller
2552,O,depicts
2553,O,a
2554,O,group
2555,B-Plot,of
2556,I-Plot,men
2557,I-Plot,trying
2558,I-Plot,to
2559,I-Plot,drive
2560,I-Plot,truck
2561,I-Plot,load
2562,I-Plot,of
2563,I-Plot,explosives
2564,I-Plot,across
2565,I-Plot,dangerous
2566,I-Plot,terrain
2567,O,i
2568,O,need
2569,O,the
2570,O,name
2571,O,of
2572,O,the
2573,B-Origin,shakespeare
2574,O,movie
2575,O,about
2576,O,the
2577,B-Plot,guy
2578,I-Plot,who
2579,I-Plot,says
2580,B-Quote,to
2581,I-Quote,be
2582,I-Quote,or
2583,I-Quote,not
2584,I-Quote,to
2585,I-Quote,be
2586,B-Actor,louis
2587,I-Actor,armstrong
2588,O,was
2589,O,only
2590,O,on
2591,O,set
2592,O,for
2593,O,a
2594,O,half
2595,O,day
2596,O,and
2597,O,did
2598,O,his
2599,O,shots
2600,O,in
2601,O,one
2602,O,take
2603,O,in
2604,O,this
2605,B-Actor,barbra
2606,I-Actor,streisand
2607,B-Genre,musical
2608,B-Actor,bruce
2609,I-Actor,willis
2610,O,starred
2611,O,in
2612,O,this
2613,B-Year,80
2614,I-Year,s
2615,B-Genre,action
2616,O,film
2617,O,about
2618,B-Plot,a
2619,I-Plot,man
2620,I-Plot,in
2621,I-Plot,the
2622,I-Plot,wrong
2623,I-Plot,place
2624,I-Plot,at
2625,I-Plot,the
2626,I-Plot,wrong
2627,I-Plot,time
2628,O,i
2629,O,m
2630,O,thinking
2631,O,of
2632,O,a
2633,O,film
2634,O,that
2635,O,features
2636,B-Plot,a
2637,I-Plot,down
2638,I-Plot,and
2639,I-Plot,out
2640,I-Plot,actor
2641,I-Plot,that
2642,I-Plot,goes
2643,I-Plot,in
2644,I-Plot,drag
2645,I-Plot,for
2646,I-Plot,the
2647,I-Plot,ultimate
2648,I-Plot,role
2649,I-Plot,a
2650,I-Plot,leading
2651,I-Plot,woman
2652,I-Plot,on
2653,I-Plot,a
2654,I-Plot,soap
2655,I-Plot,opera
2656,O,what
2657,O,is
2658,O,the
2659,B-Year,2010
2660,B-Genre,childrens
2661,O,film
2662,B-Origin,based
2663,I-Origin,on
2664,I-Origin,a
2665,I-Origin,beloved
2666,I-Origin,book
2667,B-Plot,about
2668,I-Plot,two
2669,I-Plot,sisters
2670,I-Plot,growing
2671,I-Plot,up
2672,I-Plot,and
2673,I-Plot,dealing
2674,I-Plot,with
2675,I-Plot,each
2676,I-Plot,other
2677,O,name
2678,O,the
2679,B-Genre,pixar
2680,I-Genre,animation
2681,O,film
2682,O,about
2683,O,a
2684,B-Plot,robot
2685,I-Plot,that
2686,I-Plot,ends
2687,I-Plot,up
2688,I-Plot,saving
2689,I-Plot,the
2690,I-Plot,human
2691,I-Plot,race
2692,I-Plot,and
2693,I-Plot,earth
2694,I-Plot,in
2695,I-Plot,the
2696,I-Plot,future
2697,B-Plot,a
2698,I-Plot,cop
2699,I-Plot,gets
2700,I-Plot,stuck
2701,I-Plot,crawling
2702,I-Plot,around
2703,I-Plot,in
2704,I-Plot,a
2705,I-Plot,building
2706,I-Plot,trying
2707,I-Plot,to
2708,I-Plot,take
2709,I-Plot,down
2710,I-Plot,some
2711,I-Plot,terrorists
2712,O,i
2713,O,am
2714,O,thinking
2715,O,of
2716,O,a
2717,B-Opinion,classic
2718,O,film
2719,O,that
2720,O,tells
2721,B-Plot,the
2722,I-Plot,story
2723,I-Plot,of
2724,I-Plot,an
2725,I-Plot,alien
2726,I-Plot,who
2727,I-Plot,comes
2728,I-Plot,to
2729,I-Plot,earth
2730,I-Plot,with
2731,I-Plot,a
2732,I-Plot,giant
2733,I-Plot,metal
2734,I-Plot,robot
2735,I-Plot,his
2736,I-Plot,mission
2737,I-Plot,is
2738,I-Plot,to
2739,I-Plot,issue
2740,I-Plot,the
2741,I-Plot,people
2742,I-Plot,of
2743,I-Plot,earth
2744,I-Plot,an
2745,I-Plot,ultimatum
2746,O,this
2747,B-Genre,love
2748,I-Genre,story
2749,O,movie
2750,O,beat
2751,O,saving
2752,O,private
2753,O,ryan
2754,O,for
2755,B-Award,best
2756,I-Award,picture
2757,O,in
2758,O,the
2759,O,late
2760,B-Year,nineties
2761,O,what
2762,O,is
2763,O,the
2764,O,name
2765,O,of
2766,O,the
2767,O,movie
2768,O,involving
2769,B-Plot,the
2770,I-Plot,man
2771,I-Plot,of
2772,I-Plot,steal
2773,I-Plot,and
2774,I-Plot,his
2775,I-Plot,great
2776,I-Plot,love
2777,B-Character_Name,lois
2778,B-Director,wes
2779,I-Director,anderson
2780,O,directed
2781,O,this
2782,B-Genre,animated
2783,B-Origin,adaption
2784,I-Origin,of
2785,I-Origin,roald
2786,I-Origin,dahl
2787,I-Origin,s
2788,I-Origin,story
2789,O,featuring
2790,O,the
2791,O,voices
2792,O,of
2793,B-Actor,george
2794,I-Actor,clooney
2795,O,and
2796,B-Actor,meryl
2797,I-Actor,streep
2798,O,what
2799,O,is
2800,O,the
2801,B-Year,2012
2802,B-Genre,american
2803,I-Genre,war
2804,I-Genre,film
2805,O,starring
2806,B-Actor,chris
2807,I-Actor,hemsworth
2808,O,and
2809,O,directed
2810,O,by
2811,B-Director,dan
2812,I-Director,bradley
2813,O,i
2814,O,m
2815,O,thinking
2816,O,of
2817,O,a
2818,B-Year,2010
2819,O,movie
2820,O,starring
2821,B-Actor,danny
2822,I-Actor,trejo
2823,O,as
2824,O,an
2825,B-Plot,ex
2826,I-Plot,federale
2827,I-Plot,who
2828,I-Plot,seek
2829,I-Plot,revenge
2830,I-Plot,on
2831,I-Plot,the
2832,I-Plot,man
2833,I-Plot,who
2834,I-Plot,hired
2835,I-Plot,him
2836,I-Plot,to
2837,I-Plot,assassinate
2838,I-Plot,an
2839,I-Plot,important
2840,I-Plot,government
2841,I-Plot,official
2842,O,what
2843,O,was
2844,O,the
2845,O,movie
2846,O,about
2847,O,a
2848,B-Plot,serial
2849,I-Plot,killer
2850,I-Plot,who
2851,I-Plot,invaded
2852,I-Plot,the
2853,I-Plot,dreams
2854,I-Plot,of
2855,I-Plot,local
2856,I-Plot,teenagers
2857,O,i
2858,O,am
2859,O,thinking
2860,O,of
2861,O,a
2862,B-Genre,classic
2863,I-Genre,film
2864,O,starring
2865,B-Actor,natalie
2866,I-Actor,wood
2867,O,and
2868,B-Actor,rita
2869,I-Actor,moreno
2870,O,that
2871,O,is
2872,O,based
2873,O,on
2874,O,a
2875,O,famous
2876,O,broadway
2877,O,musical
2878,O,movie
2879,O,that
2880,B-Plot,takes
2881,I-Plot,place
2882,I-Plot,in
2883,I-Plot,the
2884,I-Plot,city
2885,I-Plot,of
2886,I-Plot,lights
2887,O,starring
2888,B-Actor,owen
2889,I-Actor,wilson
2890,O,and
2891,O,a
2892,O,blonde
2893,O,girl
2894,O,what
2895,O,is
2896,O,the
2897,B-Genre,musical
2898,O,starring
2899,B-Actor,barbara
2900,I-Actor,streisand
2901,O,who
